"903","Zita","Dominican Republic",
"904","Branson","Guatemala",
"905","Audie","Mayotte",
"906","Kristoffer","Kiribati",
"907","Morris","Nicaragua",
"908","Liliana","Ethiopia",
"909","Mafalda","Comoros",
"910","Tiana","Syrian Arab Republic",
"911","Eryn","Cocos (Keeling) Islands",
"912","Jarret","Nauru",
"913","Webster","Tajikistan",
"914","Lera","Georgia",
"915","Frank","Western Sahara",
"916","Annabelle","Brunei Darussalam",
"917","Berry","Heard Island and McDonald Islands",
"918","Therese","Turkey",
"919","Sonny","Kyrgyz Republic",
"920","Maye","United States Virgin Islands",
"921","Cordell","Reunion",
"922","Vince","Cambodia",
"923","Wilfred","Rwanda",
"924","Alberta","Cote d'Ivoire",
"925","Marley","Croatia",
"926","Giovanna","Sweden",
"927","Clovis","Peru",
"928","Arne","Sweden",
"929","Oleta","Faroe Islands",
"930","Maybell","Saint Martin",
"931","Mustafa","Timor-Leste",
"932","Khalid","Saint Barthelemy",
"933","Rosamond","Antarctica (the territory South of 60 deg S)",
"934","Naomi","Western Sahara",
"935","Maud","Puerto Rico",
"936","Gwendolyn","Mongolia",
"937","Dandre","Belarus",
"938","Otis","Gambia",
"939","Felicia","Bahamas",
"940","Stella","Saint Lucia",
"941","Rossie","Vietnam",
"942","Nolan","Afghanistan",
"943","Thaddeus","Mali",
"944","Roberta","Mali",
"945","Lydia","Swaziland",
"946","Stephanie","Samoa",
"947","Annamarie","Saint Vincent and the Grenadines",
"948","Tina","Italy",
"949","Moises","Somalia",
"950","Ivory","Sao Tome and Principe",
"951","Cornelius","Bolivia",
"952","Maddison","Czech Republic",
"953","Andrew","Indonesia",
"954","Jaydon","British Virgin Islands",
"955","Arlie","Saint Vincent and the Grenadines",
"956","Karelle","Netherlands",
"957","Martin","Guyana",
"958","Hailee","Central African Republic",
"959","Columbus","Hong Kong",
"960","Shawn","Guatemala",
"961","Jadyn","Mayotte",
"962","Rosemarie","Uzbekistan",
"963","Sonia","Monaco",
"964","Bruce","Indonesia",
"965","Jennyfer","Fiji",
"966","Jade","Saudi Arabia",
"967","Pearlie","Liberia",
"968","Ismael","Korea",
"969","Domenico","Djibouti",
"970","Chyna","Indonesia",
"971","Dan","Cyprus",
"972","Nikolas","Portugal",
"973","Zita","Benin",
"974","Ayana","Nauru",
"975","Colt","Honduras",
"976","Delia","Austria",
"977","Quinn","Afghanistan",
"978","Kyra","Montserrat",
"979","Halie","British Indian Ocean Territory (Chagos Archipelago)",
"980","Meagan","Austria",
"981","Charlotte","Togo",
"982","Lea","Mozambique",
"983","Edward","Cyprus",
"984","Adrain","United States Minor Outlying Islands",
"985","Loy","Burundi",
"986","Caitlyn","Ireland",
"987","Jules","French Guiana",
"988","Pansy","Puerto Rico",
"989","Jacey","Hungary",
"990","Sigrid","Antigua and Barbuda",
"991","Felicia","Liechtenstein",
"992","Cordia","Israel",
"993","Giles","Mozambique",
"994","Trudie","Central African Republic",
"995","Toni","Cote d'Ivoire",
"996","Larry","Equatorial Guinea",
"997","Margarett","Cocos (Keeling) Islands",
"998","Abdul","Sri Lanka",
"999","Amina","Costa Rica",
"1000","Simeon","Nicaragua",
